token,negative_frequency,positive_frequency,negative_relative_per_1000,positive_relative_per_1000,difference_per_1000,log_ratio
在起点范围内即可交互,2,0,0.558815,0.0,0.558815,29.057796
垃圾中的垃圾,2,0,0.558815,0.0,0.558815,29.057796
如果不是一代的粉丝,2,0,0.558815,0.0,0.558815,29.057796
如果是一代粉丝,2,0,0.558815,0.0,0.558815,29.057796
实在玩不下去了,2,0,0.558815,0.0,0.558815,29.057796
小巷子通向各个大区域,2,0,0.558815,0.0,0.558815,29.057796
就是,2,0,0.558815,0.0,0.558815,29.057796
就是一坨,2,0,0.558815,0.0,0.558815,29.057796
平台召唤,2,0,0.558815,0.0,0.558815,29.057796
并且boss几乎都是,2,0,0.558815,0.0,0.558815,29.057796
并且只能在,2,0,0.558815,0.0,0.558815,29.057796
开门,2,0,0.558815,0.0,0.558815,29.057796
快跑,2,0,0.558815,0.0,0.558815,29.057796
怪物设计偷懒,2,0,0.558815,0.0,0.558815,29.057796
感受不到精妙的连接和机关,2,0,0.558815,0.0,0.558815,29.057796
战斗无聊,2,0,0.558815,0.0,0.558815,29.057796
打击感,2,0,0.558815,0.0,0.558815,29.057796
换区,2,0,0.558815,0.0,0.558815,29.057796
探图无聊,2,0,0.558815,0.0,0.558815,29.057796
探索,2,0,0.558815,0.0,0.558815,29.057796
改为地图守关boss,2,0,0.558815,0.0,0.558815,29.057796
改成,2,0,0.558815,0.0,0.558815,29.057796
无限刷新的同质化boss,2,0,0.558815,0.0,0.558815,29.057796
日在线人数,2,0,0.558815,0.0,0.558815,29.057796
时才能交互,2,0,0.558815,0.0,0.558815,29.057796
是的,2,0,0.558815,0.0,0.558815,29.057796
有些不伦不类,2,0,0.558815,0.0,0.558815,29.057796
有很多改变但是感觉都没有做好,2,0,0.558815,0.0,0.558815,29.057796
机制,2,0,0.558815,0.0,0.558815,29.057796
杀法师,2,0,0.558815,0.0,0.558815,29.057796
没有地图,2,0,0.558815,0.0,0.558815,29.057796
没错,2,0,0.558815,0.0,0.558815,29.057796
然而游戏本身的,2,0,0.558815,0.0,0.558815,29.057796
玩家的体验会更舒畅,2,0,0.558815,0.0,0.558815,29.057796
盐与牺牲,2,0,0.558815,0.0,0.558815,29.057796
相互连通的大地图改成很多中型地图通过火鸡场传送连接,2,0,0.558815,0.0,0.558815,29.057796
类似一代的火把平台,2,0,0.558815,0.0,0.558815,29.057796
糟糕的地图设计,2,0,0.558815,0.0,0.558815,29.057796
纯粹的屎,2,0,0.558815,0.0,0.558815,29.057796
缆车,2,0,0.558815,0.0,0.558815,29.057796
能出什么问题,2,0,0.558815,0.0,0.558815,29.057796
被怪打飞,2,0,0.558815,0.0,0.558815,29.057796
被机关创飞,2,0,0.558815,0.0,0.558815,29.057796
被画面吸引,2,0,0.558815,0.0,0.558815,29.057796
角色韧性设置很奇怪,2,0,0.558815,0.0,0.558815,29.057796
近战武器拍一下,2,0,0.558815,0.0,0.558815,29.057796
还有,2,0,0.558815,0.0,0.558815,29.057796
进新地图,2,0,0.558815,0.0,0.558815,29.057796
那么本作是无法满足你对延续前作体验的期待的,2,0,0.558815,0.0,0.558815,29.057796
那么请去玩一代,2,0,0.558815,0.0,0.558815,29.057796
钩爪,2,0,0.558815,0.0,0.558815,29.057796
投技,3,1,0.838223,0.337154,0.501069,1.313925
缺点,3,1,0.838223,0.337154,0.501069,1.313925
tr,6,4,1.676446,1.348618,0.327828,0.313925
0分,1,0,0.279408,0.0,0.279408,28.057796
0到底更新了个啥啊,1,0,0.279408,0.0,0.279408,28.057796
0砍了伤害现在一下220血260防剩1滴血,1,0,0.279408,0.0,0.279408,28.057796
1代里面那种质变改造系统呢,1,0,0.279408,0.0,0.279408,28.057796
1有多惊喜,1,0,0.279408,0.0,0.279408,28.057796
224hp,1,0,0.279408,0.0,0.279408,28.057796
22年吃屎的记忆彻底重回我的脑海,1,0,0.279408,0.0,0.279408,28.057796
23今日在线玩家数量统计,1,0,0.279408,0.0,0.279408,28.057796
2d怪猎,1,0,0.279408,0.0,0.279408,28.057796
2代就算模式变了,1,0,0.279408,0.0,0.279408,28.057796
2代有这么崩吗,1,0,0.279408,0.0,0.279408,28.057796
2到1,1,0,0.279408,0.0,0.279408,28.057796
2就有多失望,1,0,0.279408,0.0,0.279408,28.057796
2折可以入手,1,0,0.279408,0.0,0.279408,28.057796
2血条,1,0,0.279408,0.0,0.279408,28.057796
3一下的存在,1,0,0.279408,0.0,0.279408,28.057796
3甚至1,1,0,0.279408,0.0,0.279408,28.057796
4全是极限跳,1,0,0.279408,0.0,0.279408,28.057796
5个地方,1,0,0.279408,0.0,0.279408,28.057796
5元,1,0,0.279408,0.0,0.279408,28.057796
5刀就空绿了,1,0,0.279408,0.0,0.279408,28.057796
5小时卸载,1,0,0.279408,0.0,0.279408,28.057796
6元---10元,1,0,0.279408,0.0,0.279408,28.057796
__________________________,1,0,0.279408,0.0,0.279408,28.057796
boss也是一个非常的问题,1,0,0.279408,0.0,0.279408,28.057796
boss动作都不带听的,1,0,0.279408,0.0,0.279408,28.057796
boss四处飞,1,0,0.279408,0.0,0.279408,28.057796
boss基础攻击间隔基本都是在1-2次玩家平a之间,1,0,0.279408,0.0,0.279408,28.057796
boss就两个我觉得还行的,1,0,0.279408,0.0,0.279408,28.057796
boss战斗ai极差,1,0,0.279408,0.0,0.279408,28.057796
boss招小怪运气不好可以把你打得血瓶都掏不出来,1,0,0.279408,0.0,0.279408,28.057796
boss换区,1,0,0.279408,0.0,0.279408,28.057796
boss换皮,1,0,0.279408,0.0,0.279408,28.057796
boss攻击欲望也太强了,1,0,0.279408,0.0,0.279408,28.057796
boss方面,1,0,0.279408,0.0,0.279408,28.057796
boss毫无设计可言全是答辩,1,0,0.279408,0.0,0.279408,28.057796
boss甚至你妈的4个在一个房间打混战,1,0,0.279408,0.0,0.279408,28.057796
boss疯狂的攻击欲望,1,0,0.279408,0.0,0.279408,28.057796
boss的瞬移你真的有做过一点点限制吗,1,0,0.279408,0.0,0.279408,28.057796
boss的设计简直就是灾难,1,0,0.279408,0.0,0.279408,28.057796
boss花式杀玩家比较有观赏性得3分,1,0,0.279408,0.0,0.279408,28.057796
boss草药师隐藏血条就算了,1,0,0.279408,0.0,0.279408,28.057796
boss设计只看到两个,1,0,0.279408,0.0,0.279408,28.057796
boss设计的也都是一坨狗屎,1,0,0.279408,0.0,0.279408,28.057796
boss还没跑图难,1,0,0.279408,0.0,0.279408,28.057796
bug修复了,1,0,0.279408,0.0,0.279408,28.057796
b游戏怪不得差评这么多,1,0,0.279408,0.0,0.279408,28.057796
dev肯定觉得自己的设计精妙无比,1,0,0.279408,0.0,0.279408,28.057796
dlc,1,0,0.279408,0.0,0.279408,28.057796
dlc地图唱诗班区域真是集大成,1,0,0.279408,0.0,0.279408,28.057796
dlc更新的也是一坨,1,0,0.279408,0.0,0.279408,28.057796
dlc更是重量级,1,0,0.279408,0.0,0.279408,28.057796
dlc简直不是人玩的,1,0,0.279408,0.0,0.279408,28.057796
dsfvazfgqa,1,0,0.279408,0.0,0.279408,28.057796
d了,1,0,0.279408,0.0,0.279408,28.057796
groups,1,0,0.279408,0.0,0.279408,28.057796
gvfgbsaa,1,0,0.279408,0.0,0.279408,28.057796
just换色然后放在一起就完成的boss组合,1,0,0.279408,0.0,0.279408,28.057796
kusogame,1,0,0.279408,0.0,0.279408,28.057796
monster改的data过期了,1,0,0.279408,0.0,0.279408,28.057796
m属性大爆发才能玩下去的神作,1,0,0.279408,0.0,0.279408,28.057796
nmdwsm,1,0,0.279408,0.0,0.279408,28.057796
noob,1,0,0.279408,0.0,0.279408,28.057796
npc等都被清除,1,0,0.279408,0.0,0.279408,28.057796
ok,1,0,0.279408,0.0,0.279408,28.057796
player了什么情况,1,0,0.279408,0.0,0.279408,28.057796
pve,1,0,0.279408,0.0,0.279408,28.057796
pvp,1,0,0.279408,0.0,0.279408,28.057796
pyreview,1,0,0.279408,0.0,0.279408,28.057796
rnm的给我要气晕了,1,0,0.279408,0.0,0.279408,28.057796
ska两夫妻在床上打滚的时候也会换区是吧,1,0,0.279408,0.0,0.279408,28.057796
ska还是收拾收拾回家带娃吧,1,0,0.279408,0.0,0.279408,28.057796
ska都这样了,1,0,0.279408,0.0,0.279408,28.057796
soullike非常不匹配,1,0,0.279408,0.0,0.279408,28.057796
steamcommunity,1,0,0.279408,0.0,0.279408,28.057796
steampy鉴赏家,1,0,0.279408,0.0,0.279408,28.057796
steamthumbsdown,1,0,0.279408,0.0,0.279408,28.057796
steam发售后想亲自看看究竟是什么样,1,0,0.279408,0.0,0.279408,28.057796
tm的你直接给我自动进二周目,1,0,0.279408,0.0,0.279408,28.057796
tm的追个集贸的追,1,0,0.279408,0.0,0.279408,28.057796
一下就窜上来了,1,0,0.279408,0.0,0.279408,28.057796
一下掉1,1,0,0.279408,0.0,0.279408,28.057796
一下还能碰到两个,1,0,0.279408,0.0,0.279408,28.057796
一不小心被吹飞摔死,1,0,0.279408,0.0,0.279408,28.057796
一个boss要打好多遍,1,0,0.279408,0.0,0.279408,28.057796
一个三刀砍死的boss要追他半个图,1,0,0.279408,0.0,0.279408,28.057796
一个个攻击欲望高得离谱,1,0,0.279408,0.0,0.279408,28.057796
一个人把三个打得落花流水,1,0,0.279408,0.0,0.279408,28.057796
一个人玩和吃屎无异,1,0,0.279408,0.0,0.279408,28.057796
一个人蒙不中,1,0,0.279408,0.0,0.279408,28.057796
一个地图搞太大根本记不住哪是哪,1,0,0.279408,0.0,0.279408,28.057796
一个房间有几十个人等着你,1,0,0.279408,0.0,0.279408,28.057796
一个技能能给穿着5级重甲的玩家直接秒杀,1,0,0.279408,0.0,0.279408,28.057796
一个投技后在你倒地起身的时候又是一顿输出,1,0,0.279408,0.0,0.279408,28.057796
一个法师就带3种以上小怪,1,0,0.279408,0.0,0.279408,28.057796
一个游戏可以设计史,1,0,0.279408,0.0,0.279408,28.057796
一个玩家用手柄,1,0,0.279408,0.0,0.279408,28.057796
一个表现就是,1,0,0.279408,0.0,0.279408,28.057796
一些只为恶心人而设计的怪,1,0,0.279408,0.0,0.279408,28.057796
一些武器特别出色,1,0,0.279408,0.0,0.279408,28.057796
一人一下非常的平衡,1,0,0.279408,0.0,0.279408,28.057796
一代一堆坑没填,1,0,0.279408,0.0,0.279408,28.057796
一代像魂,1,0,0.279408,0.0,0.279408,28.057796
一代就有类似的设定,1,0,0.279408,0.0,0.279408,28.057796
一代我是当双人成刑打过的,1,0,0.279408,0.0,0.279408,28.057796
一代我死了,1,0,0.279408,0.0,0.279408,28.057796
一代的开背包传送功能没有了,1,0,0.279408,0.0,0.279408,28.057796
一代的速通早期各种思路百花齐放,1,0,0.279408,0.0,0.279408,28.057796
