token,positive_frequency,negative_frequency,positive_relative_per_1000,negative_relative_per_1000,difference_per_1000,log_ratio
winformsgamewindow,1,0,0.337154,0.0,0.337154,28.328834
wmactivate,1,0,0.337154,0.0,0.337154,28.328834
wndproc,1,0,0.337154,0.0,0.337154,28.328834
xna,1,0,0.337154,0.0,0.337154,28.328834
year,1,0,0.337154,0.0,0.337154,28.328834
your,1,0,0.337154,0.0,0.337154,28.328834
ㄒoㄒ,1,0,0.337154,0.0,0.337154,28.328834
一个一个的单元地图捷径再多又怎样,1,0,0.337154,0.0,0.337154,28.328834
一个不小心就挂了,1,0,0.337154,0.0,0.337154,28.328834
一个不注意被陷阱击飞到遥远的远方,1,0,0.337154,0.0,0.337154,28.328834
一个人或许是吃屎但是联机和朋友一起吃就很好玩,1,0,0.337154,0.0,0.337154,28.328834
一个操作空间有限的2d游戏整个入侵就算了,1,0,0.337154,0.0,0.337154,28.328834
一个是死灵法的3级双手大剑,1,0,0.337154,0.0,0.337154,28.328834
