token,negative_frequency,positive_frequency,negative_relative_per_1000,positive_relative_per_1000,difference_per_1000,log_ratio
つまり筋力武器に禁忌のスキルが付いてたり神聖のスキルが付いてたりするから筋力しか能力を上げてないとまるで武器が使えないぞ,1,0,1.545595,0.0,1.545595,30.525515
ですが今作はクソオブクソ,1,0,1.545595,0.0,1.545595,30.525515
で済んだと思うんですけども,1,0,1.545595,0.0,1.545595,30.525515
で調整できない仕様で間隔狭めの設置攻撃に引っかかったら多段攻撃で吹き飛ばされるのは考えたやつはあほかと言いたい,1,0,1.545595,0.0,1.545595,30.525515
とあっさり勝てるかも,1,0,1.545595,0.0,1.545595,30.525515
というお方はやってみてほしい,1,0,1.545595,0.0,1.545595,30.525515
というぐらいあっさり死んでいることがある,1,0,1.545595,0.0,1.545595,30.525515
というのはちょっとやりにくく,1,0,1.545595,0.0,1.545595,30.525515
というガン盾のほうが楽に凌げると感じた,1,0,1.545595,0.0,1.545595,30.525515
というソウルライクの良さを消す仕様となっています,1,0,1.545595,0.0,1.545595,30.525515
という感じでしょうか,1,0,1.545595,0.0,1.545595,30.525515
という感動が無い,1,0,1.545595,0.0,1.545595,30.525515
という感想,1,0,1.545595,0.0,1.545595,30.525515
という新鮮さがあったが2体目の氷の司以降は冗長さしか感じなかった,1,0,1.545595,0.0,1.545595,30.525515
という流れにはなると思いますが,1,0,1.545595,0.0,1.545595,30.525515
とにかく世界観を構築するようなフレーバー要素が希薄でその種のワクワク感が皆無なのが本当にコレジャナイ,1,0,1.545595,0.0,1.545595,30.525515
とにかく逃げる,1,0,1.545595,0.0,1.545595,30.525515
とにかく面倒くさい周回要素マシマシなゲームになってしまった,1,0,1.545595,0.0,1.545595,30.525515
とはいえ,1,0,1.545595,0.0,1.545595,30.525515
とは言えもうちょいやります,1,0,1.545595,0.0,1.545595,30.525515
と思ったのは以下の通り,1,0,1.545595,0.0,1.545595,30.525515
と思ってました,1,0,1.545595,0.0,1.545595,30.525515
なし,1,0,1.545595,0.0,1.545595,30.525515
なぜかといえば踏破済みの道をまた歩かされるので新発見がない,1,0,1.545595,0.0,1.545595,30.525515
なぜか魔導士との初戦闘の地点に雑魚敵が配置されてたりする,1,0,1.545595,0.0,1.545595,30.525515
なぜならレベル上げ出来るスポットが前作と違って今作は一か所しか無い,1,0,1.545595,0.0,1.545595,30.525515
なんか全部おもしろくない,1,0,1.545595,0.0,1.545595,30.525515
なんだかんだ楽しい瞬間も無くは無いです,1,0,1.545595,0.0,1.545595,30.525515
なんてつけなければただの凡作程度の評価に落ち着いたと思うんです,1,0,1.545595,0.0,1.545595,30.525515
なんでしょうね,1,0,1.545595,0.0,1.545595,30.525515
なんで対応して回復して倒せる,1,0,1.545595,0.0,1.545595,30.525515
なんとなく硬そう,1,0,1.545595,0.0,1.545595,30.525515
に名前変更だなwww,1,0,1.545595,0.0,1.545595,30.525515
に変更,1,0,1.545595,0.0,1.545595,30.525515
に期待ですかね,1,0,1.545595,0.0,1.545595,30.525515
の2つに分かれており,1,0,1.545595,0.0,1.545595,30.525515
の人も高確率で入ってくるため殺されまくります,1,0,1.545595,0.0,1.545595,30.525515
はいはい,1,0,1.545595,0.0,1.545595,30.525515
はっきり言って異常そしてただただ不快,1,0,1.545595,0.0,1.545595,30.525515
ひたすら同じボスを追いかけまわし,1,0,1.545595,0.0,1.545595,30.525515
ひどいのがボスの使いまわしで,1,0,1.545595,0.0,1.545595,30.525515
ひるみにくさ,1,0,1.545595,0.0,1.545595,30.525515
まぁ色々2dアクションやりましたので,1,0,1.545595,0.0,1.545595,30.525515
まじで買わない方がいいです,1,0,1.545595,0.0,1.545595,30.525515
まず魔導士が逃げる,1,0,1.545595,0.0,1.545595,30.525515
またグリフの性能がほぼ装備の性能のため,1,0,1.545595,0.0,1.545595,30.525515
まだ序盤ですが,1,0,1.545595,0.0,1.545595,30.525515
まとめると,1,0,1.545595,0.0,1.545595,30.525515
みたいな,1,0,1.545595,0.0,1.545595,30.525515
むしろガードで敵の攻撃を弾いてから反撃しまくる,1,0,1.545595,0.0,1.545595,30.525515
もう死んだの,1,0,1.545595,0.0,1.545595,30.525515
やっぱり他の人もつまらなく感じてたんだなぁ,1,0,1.545595,0.0,1.545595,30.525515
やるだけ金と時間の無駄ゲーム,1,0,1.545595,0.0,1.545595,30.525515
やる意味が分からないのでアンストしました,1,0,1.545595,0.0,1.545595,30.525515
わけではなく見えていても届かずに高所から転落して死ぬわかりにくさがある,1,0,1.545595,0.0,1.545595,30.525515
をすべて避けろと,1,0,1.545595,0.0,1.545595,30.525515
アイテムを拾う際の拾得判定が横に狭く,1,0,1.545595,0.0,1.545595,30.525515
アーリーアクセスもなかったんでよほど自信があったのでしょうが,1,0,1.545595,0.0,1.545595,30.525515
イライラの先の達成感を求めたいと微塵も思えない,1,0,1.545595,0.0,1.545595,30.525515
エスト瓶使用,1,0,1.545595,0.0,1.545595,30.525515
エピックストトア２キャラng10,1,0,1.545595,0.0,1.545595,30.525515
エリアの構造,1,0,1.545595,0.0,1.545595,30.525515
エリア内の篝火をつけても拠点に戻るとリセットされて最初からやりなおしをさせられる,1,0,1.545595,0.0,1.545595,30.525515
オワタ,1,0,1.545595,0.0,1.545595,30.525515
オンライン要素,1,0,1.545595,0.0,1.545595,30.525515
カビが生えたゲームデザインだ,1,0,1.545595,0.0,1.545595,30.525515
カーソルがずっと左に行くせいで割り振りすらできないという問題が発生中,1,0,1.545595,0.0,1.545595,30.525515
