rank,token,frequency,relative_frequency_per_1000_tokens
186,ボスと取り巻きはそのボスの装備素材を落とすのでそれを作るのに倒す価値はあるのですが,1,0.866551
187,３回倒すと大体一式作れるくらい素材落としてくれるのでその辺のバランスも含めてやっぱり探索の邪魔なだとなってしまうようです,1,0.866551
188,自分はその辺はあんまり苦でもなかったので前作同様今作も普通に楽しめました,1,0.866551
189,ソロで３週くらいクリアしたくらい好きです,1,0.866551
190,今は最近フレンドが買ったので二人で最初からやっていますが,1,0.866551
191,マルチだと相方がタゲ取ってくれてる間に後ろから魔法とか飛び道具連発すればすぐ倒せるのでマルチでの難易度はめちゃくちゃ低いです,1,0.866551
192,とりあえず前作も今作もセールだとかなり安くなるのでバンドルで前作と今作一緒に興味あれば買ってもいいと思います,1,0.866551
193,序盤で前作との考えの違いに気付いて割り切ればシステム面はそこそこ楽しめます,1,0.866551
194,とはいえ終盤マップは擁護のしようもないような敵配置や超火力の罠があって,1,0.866551
195,って感じです,1,0.866551
196,全体的に見たら楽しめたしおすすめにはしてますが,1,0.866551
197,割と,1,0.866551
198,寄りの,1,0.866551
199,と言った所です,1,0.866551
200,人によっては結構ハマりそうな印象は受けましたので挑戦の価値はあると思います,1,0.866551
