token,positive_frequency,negative_frequency,positive_relative_per_1000,negative_relative_per_1000,difference_per_1000,log_ratio
劇情也看不懂在幹嘛,1,0,1.992032,0.0,1.992032,30.891594
動作遊戲就算了吧,1,0,1.992032,0.0,1.992032,30.891594
升到要用團簇為止,1,0,1.992032,0.0,1.992032,30.891594
即便死掉也能馬上復活,1,0,1.992032,0.0,1.992032,30.891594
卻又不給地圖,1,0,1.992032,0.0,1.992032,30.891594
原因在於法師之間其實會互相殘殺的,1,0,1.992032,0.0,1.992032,30.891594
反正就如同遊戲開頭講的,1,0,1.992032,0.0,1.992032,30.891594
取得心臟,1,0,1.992032,0.0,1.992032,30.891594
另外某些攻擊間隙太短,1,0,1.992032,0.0,1.992032,30.891594
只想過一個結局,1,0,1.992032,0.0,1.992032,30.891594
只是法師追逐戰很無聊有點煩,1,0,1.992032,0.0,1.992032,30.891594
只會靠血瓶硬幹的玩家,1,0,1.992032,0.0,1.992032,30.891594
只有遠程無腦丟法術才是王道,1,0,1.992032,0.0,1.992032,30.891594
只能說是嘗試但是很失敗,1,0,1.992032,0.0,1.992032,30.891594
只要他願意,1,0,1.992032,0.0,1.992032,30.891594
只講一個關鍵煩躁點,1,0,1.992032,0.0,1.992032,30.891594
可以打折入手,1,0,1.992032,0.0,1.992032,30.891594
可以玩出自己所喜愛的流派,1,0,1.992032,0.0,1.992032,30.891594
可以看著他們廝殺再享獲漁翁之利,1,0,1.992032,0.0,1.992032,30.891594
可以補給再上,1,0,1.992032,0.0,1.992032,30.891594
可以跳過,1,0,1.992032,0.0,1.992032,30.891594
可能隨便一個高階法師都能幾招秒掉你,1,0,1.992032,0.0,1.992032,30.891594
各位一定要來體驗一下追boss的時候有精彩的跑酷,1,0,1.992032,0.0,1.992032,30.891594
各式陷阱,1,0,1.992032,0.0,1.992032,30.891594
喜歡一代不見得會喜歡二代,1,0,1.992032,0.0,1.992032,30.891594
單人可能會玩到摔搖桿lol,1,0,1.992032,0.0,1.992032,30.891594
單純美送,1,0,1.992032,0.0,1.992032,30.891594
因為一開始的你真的很渺小,1,0,1.992032,0.0,1.992032,30.891594
因為這代表另一隻法師會成為你的隊友幫你削減目標血量,1,0,1.992032,0.0,1.992032,30.891594
在地圖中採集,1,0,1.992032,0.0,1.992032,30.891594
在最後法師停下也就是boss戰的位置,1,0,1.992032,0.0,1.992032,30.891594
在許多負評評論提到的,1,0,1.992032,0.0,1.992032,30.891594
在開戰會一直在地圖瘋狂移動,1,0,1.992032,0.0,1.992032,30.891594
地圖,1,0,1.992032,0.0,1.992032,30.891594
地圖上有小怪,1,0,1.992032,0.0,1.992032,30.891594
地圖只能說創新嘗試大失敗,1,0,1.992032,0.0,1.992032,30.891594
地圖各個角落還有無名法師跟鏡門可以追蹤命定法師,1,0,1.992032,0.0,1.992032,30.891594
地圖小怪,1,0,1.992032,0.0,1.992032,30.891594
地圖應該是5大張,1,0,1.992032,0.0,1.992032,30.891594
地圖探索很有類銀河城的味道,1,0,1.992032,0.0,1.992032,30.891594
地圖探索過程倒吃甘蔗,1,0,1.992032,0.0,1.992032,30.891594
地圖攻略,1,0,1.992032,0.0,1.992032,30.891594
地圖有定點的冠名法師,1,0,1.992032,0.0,1.992032,30.891594
地圖的機關依樣要拿到特殊道具或是技能才能解開,1,0,1.992032,0.0,1.992032,30.891594
地圖第一代比較多隱藏的暗門,1,0,1.992032,0.0,1.992032,30.891594
基本戰鬥系統跟一代一樣,1,0,1.992032,0.0,1.992032,30.891594
大刀使用慣了,1,0,1.992032,0.0,1.992032,30.891594
大刀還是比較適合懶得滾來滾去,1,0,1.992032,0.0,1.992032,30.891594
大多不是被打死的,1,0,1.992032,0.0,1.992032,30.891594
大家也要來被折磨一下,1,0,1.992032,0.0,1.992032,30.891594
大概可以掌握攻擊時機,1,0,1.992032,0.0,1.992032,30.891594
天哪真的是太好玩了,1,0,1.992032,0.0,1.992032,30.891594
好玩,1,0,1.992032,0.0,1.992032,30.891594
如果你在尋找一款能與朋友一起體驗類魂風格的遊戲,1,0,1.992032,0.0,1.992032,30.891594
如果想單純的狩獵法師也可以,1,0,1.992032,0.0,1.992032,30.891594
如果會直接進入ng,1,0,1.992032,0.0,1.992032,30.891594
如果有好友能一同狩獵的話,1,0,1.992032,0.0,1.992032,30.891594
如果有機會,1,0,1.992032,0.0,1.992032,30.891594
如果沒有朋友那就更建議要買了,1,0,1.992032,0.0,1.992032,30.891594
它是一款耐著性子玩下去絕對能體會箇中滋味的好遊戲,1,0,1.992032,0.0,1.992032,30.891594
對我來說二代其實比一代更好玩,1,0,1.992032,0.0,1.992032,30.891594
